Text,class
aqrar sığorta əhatə dairə genişləndiril sığorta cəlb olun bitki və heyvan növ artırıl daha ətraf,1
bak aqrobiznes inkişaf forum keçili daha ətraf,1
bak və ab kənd şəhər yeni il yarmarka keçiril daha ətraf,2
afaq layihə çərçivə gora rayon qadın fermer dəstək göstəril daha ətraf,2
bak azərbaycan kənd təsərrüfat biznes forum keçiril daha ətraf,1
bak və ab kənd şəhər yeni il yarmarka keçiril daha ətraf,2
payızlıq əkin bəyan edilmə proses yekun mərhələ qədəm qoy daha ətraf,1
yap yasamal rayon ü ərazi ilk partiya təşkilat hesabat seçki yığıncaq keçiril daha ətraf,1
kənd təsərrüfat i sahibkarlıq üç bacarıq artırılma ilə bağlı yeni layihə start veril daha ətraf,2
il aqrar subsidiya yalnız daşınma əmlak dövlət reyestr çıxarış əsasında veril daha ətraf,1
kənd təsərrüfat nazirlik fermer şura növbəti toplantı keçiril daha ətraf,1
fermer payızlıq əkin görə subsidiya alma üç nə etmə daha ətraf,1
ayı fermer müsabiqə qalib müəyyənləş daha ətraf,1
payızlıq əkin bəyan davam edi daha ətraf,1
şəhər kənd layihə çərçivə şam fermer təsərrüfat dəstək göstəril daha ətraf,2
fermer müraciət subsidiya alma üç müraciət müddət yekun,1
payızlıq əkin vaxtında bəyan edilmə niyə vacib bölgə məlumat sessiya daha ətraf,1
payızlıq əkin dekabr son bəyan etmə fermer subsidiya ödənilmə məlumat sessiya daha ətraf,1
aqrar xidmət agentlik toxum istehsalçı müraciət edi daha ətraf,1
payızlıq əkin bəyan davam edi bölgə məlumat sessiya daha ətraf,1
bu gün laçın işğal azad olunma il ötür,2
payızlıq əkin vaxtında bəyan edilmə subsidiya daha tez ödənmə imkan ver bölgə məlumat sessiya daha ətraf,1
bak baytarlıq elmi əsr gələcək doğru i mövzu beynəlxalq konfrans keçiril daha ətraf,2
kənd təsərrüfat nazirlik payızlıq əkin bəyan ilə bağlı bölgə məlumatlandırma sessiya başla daha ətraf,1
aqrar məşğul artırılma layihə çərçivə panel görüş keçiril daha ətraf,1
azərbaycan və i aqrar tədqiqat və kadr hazırlıq sahə əməkdaşlıq genişləndir daha ətraf,1
tel i kənd təsərrüfat biznes forum keçiril daha ətraf,1
aqrar kredit və inkişaf agentlik fermer müraciət edi daha ətraf,1
qobustan heyvandarlıq nümayiş kompleks istifadə veril daha ətraf,2
kürd arıçılıq təsərrüfat yaradıl daha ətraf,2
noyabr azərbaycan respublika konstitusiya günü,2
aqrar sığorta fond güclü külək və hava şərait ilə bağlı fermer müraciət edi daha ətraf,1
bu il bal yarmarka ton artıq arıçılıq məhsul satıl daha ətraf,2
ixrac olun məhsul istehsal və saxlanma yer fumiqasiya tədbir davam etdiril daha ətraf,1
noyabr azərbaycan dövlət bayraq günü,2
noyabr azərbaycan zəfər günü qeyd edil,2
noyabr azad olunma il ötür,2
ki mənfi hava temperatur və elektrik yox söz həqiqi məna tarix ədalət dirən portret çəkili,2
azad insan nəğmə dünya hə yerində,2
sevgi səmimiyyət əmin ol insan çıx yol uzun və çətin ol da yor,1
ən liberal rus da polyak qarşılaş amansız milliyyətçi ol,1
hə qaranlıq çırpın bir nur hə həqiqət bir xəyal uyu,1
avtoritar rejim kənar stabil demokratik rejim isə qeyri görünür əslində olan isə avtoritar rejim problem və anlaşılmazlıq üstün örtü gizlə on görə də böhran dönəm avtoritar rejim ani devril demokratik rejim isə dayanaq ol,1
Etibar hissi bütün hiss təməl əgər etibar et digər bütün hiss kölgə qal,1
bəzi çiçəklə bəzi torpaqla ol alın həyat qanun belə,1
rusi bu canlı yayın uşaq güllə belə dünya bu təəccüblən çox az insan ol rus üç heç vaxt etik və əxlaqi dəyər mövcud olma onlar üç olmaz düz deyil kimi söz və ifadə mövcud olma olmaya da,0
daş çiçək aç su israf edil ol,1
xain tipli ifadə ruh miras əks fikir təməl hüquq xain satqın tipli ifadə əks fikri boğma üç vasitə insan qarşı bu ifadə işlə damğalama çalışma rus işğal dönəm miras olan donosçuluq ilə eyni mahiyyət,0
rus tank insan üstündən keç zaman dünya tərəf qalma üç bu çex insan kimi yaşa bil çətir sayəsində rus cay xilas olan bu rus qarşı neytrallıq tələb edi,0
gecələ səssizlik sayəsində insan içindəki səs eş on görə də insan daha çox gecələ duyğu və öz ilə hesablaş,1
bu müstəqillik günü və dirən ayı öz aşağı qat böyük bir ölkə ay dirən xalqı öz ölkə azad və sülh içində yaşa günlə arzu edi,1
heç bir zərbə inamlı düşüncə güc məğlub bilməz,2
saçla gül düzüm mən günü gündüz mirzə,1
Mirzə Ələkbər Sabir öz də daxil ol yol elə ən yaxşı öz ifadə edi kim ki insan sevər aşiq ol bəli hürriyyət olan yer də insanlıq ol ruh şad olsun mirzə,1
bu həmvətən qəbul sabah da hüquq qoruq artıq rus dil təhsil bir tərəf rus dil ifadə belə biz kimi istənil dövlət üç gələcək düzül mina milli təhlükə,0
rus qara camaat deyə ev vər insan ölkə kütləvi ol ev axtar,1
rusi xalq doğru məlumat çat bilmə deyə fa və hakimiyyət tərəf bağlan məhz bu addım belə bir xalqı rusi uzaq durma istəmə üç yetərli bir səbəb normal heç bir ölkə belə bir addım atıl bilməz ya hüquq müdaxilə ya xalq,0
müharibə istəmə təbii instinkt insanlıq gərək lakin hazırda müharibə deyə bir şey yox bir dövləti açıqca işğal hərəkat var yox tipli ifadə sadəcə ol nə şiş yan nə də kabab demə hazırkı durum tək adı işğal,0
prezident aldan başqa arxalan və proses yanlış idarə et kimi fikir tamamilə yanlış xalqı istiqamət təyin et və bu uyğun bir rəhbər seç bu rusi cəzalandırma çalış cənab z və ya hökumət deyil xalq,1
demə ol ki tək qalma rəğmən işğal qarşı qaçma mübarizə apar xalqı tarixi bir dirən göstər layiq ol həyat üç mübarizə apar əsarət istəmə hə kəs göz və qulaq biz dövr dirən simvol,1
əsr müstəqil bir ölkə hətta orta olan bir ölkə paytaxt bombalan işğal cəhd edil dəyişməz həqiqət bud ki rusi qarşı bütün insan təhlükəsiz şərait deyil hə kəs təhlükə altın,0
Dünya qədər təhlükəli durum gəl ki bir dövlət rəhbər bütün dünya qarşı hə cəhət müstəqil olan ölkə varlıq sorğu müdaxilə elan et bütün hüquq ayaqla altın al bəlkə tam ol fərq deyil amma bu çox dərin bir qaranlıq,1
deməli parlament bir alman üzv öz və Uğur şahin şəkil üzərində yer alma təklif edi bu düş təklif edilmə belə ittifaq necə bir mədəniyyət proyekt ol göstərici,1
mən uşaq olan da gürcü meydan idi indi o uşaq yenə gürcü meydan,1
may dövləti var ol gün respublika günü olan kağızla nə yazıl deyil doğru ol il iş günü olma oktyabr kölgə bilmə kimi sadəcə aylıq bir dönəm kimi qələm verilmə çalış may da daim var olacaq may,1
ir səfirlik qarşı aftafa qoyulma sivil addım fikir və ifadə azadlıq hətta bu tip sivil və bir fikri təmsil tənqid və etiraz üsul tənqid mədəniyyət və etiraz vərdiş formalaşma üç vacib,0
biz vurulan ən böyük ziyan doğru və etibarlı məlumat əl etmə mümkün hala gətirilmə ol biz də bu məlumat çirkli yarat zil qaranlıq bir dalaş i hal gəl,0
hə şey nəzər al respublika möcüzə idi özəl insan inanc zəfər dönüş duyğu tükənmə ümid həyəcan bizlə bəxş et onlar fırtına quş idi ən sərt fırtına fırtına qarşı uç həm də qarşılıq və heç durmadan may,2
idarəçi və yaxın qazan uğur qeyd edi,2
bəzi gecələ sabahı yox bir qaranlıq ol qal aprel sabahı heç olma öz heç unutdurma,0
hə insan şəxsi həyat toxunulmaz və bu da qanun ilə tənzimlə maddə göstəril şəxsi toxunulmazlıq hüquq hamı qoruma üç pozulma isə cinayət bu cinayət kim qarşı törədil ol olsun hə biri hamı qarşı törədil ol,0
bu tip toplum da durum göz qabaq toplum hə şey təməl ailə atıl hə şey ilki ailə keçir mart,1
bütün proses də ailə başla ailə kiçik ilk tanış ol cəmiyyət yaradılan təzyiq alışqanlıq yara və sonra da ya yenə bir ömür hakim axtarış ol da fürsət yaran əl güc keçən kimi hakimlik biri də biz yara mart,1
qadın fərd ol qəbul etmə təməl haqq və hüquq məhrum azadlıq məhdudlaşdır bütün cəmiyyət bir ömür təzyiq altın yaşama məhkum ol mart,0
təbii ki azərbaycan feminist hərəkat mütləq var lakin bu hərəkat öz təməl sosial problem kənar tutma izolyasiya etmə bir hərəkat olmalı,1
qeyd bütün qaf üç antirusiya anlayış azadlıq yeganə açar biz isə rus dil təhsil alı bayraq dalğalandır prospekt yanvar stansiya doğru xalq olma üç var olma üç milli düşüncə olmaz olmaz rusi,1
yanvar günü əl yalın şəkil rus tank qarşı çıxan həyat ortaq qoy insan ruh şad yeri rahat olsun uğrunda can ver müstəqillik daim olsun yanvar,1
tarix boy biz qarşı açıq düşmənçilik içində olan hə fürsət işğal torpaqla peşkəş çək qırğın törə seçkin insan qətl yetir repressiya rus paytaxt qoca uşaq tələbə demə həyat keçir qətl il ötür yanvar,0
qeyd bütün qaf üç antirusiya anlayış azadlıq yeganə açar biz isə rus dil təhsil alı bayraq dalğalandır prospekt yanvar stansiya doğru xalq olma üç var olma üç milli düşüncə olmaz olmaz rusi,1
tarix boy biz qarşı açıq düşmənçilik içində olan hə fürsət işğal torpaqla peşkəş çək qırğın törə seçkin insan qətl yetir repressiya rus paytaxt qoca uşaq tələbə demə həyat keçir qətl il ötür,1
il yaxşı hə şey başına daş sal il sonra qucaq aç geri qoy hə kəsə azad il arzu edi,2
itir bütün insan ruh şad yeri rahat olsun sülh içində yat Ümid etmə istək ki nə vaxt rus ol yer mümkün görünmə də ölkə sülh içində azad demokratik firavan yaşa bil,0
biz cum naminə ir müstəqillik naminə qara itir tarix boy qan tök repressiya sürgün bütün cinayət arxa iyrənc qüvvə biz dövlət kanal tərcüməsiz danış yenidən qan qırmızı gey sülhməramlı ol gəl,0
qeyd müharibə ən ağır acı ev yaşa insan bir ömür qayğı göstərilmə əl üstündə tutulma,1
tük biz bir zəfər itir ailə düşün qəhər boğ andır od alov içində qan can bilik ilə zəfər qazan hələ də irəlilə insan nəsib zəfər həyat olsun həyat itir ruh şad yeri rahat olsun,2
məncə ən təsirli bəstələ yaxşı ki doğul,2
bu biz böyük bayram şərəf yol saysız insan can ol edil işgəncə məruz qal dəyər verilmə günü olma baxmayaraq hə kəsə itir uğrunda çarpış kimi həyat arzu edi,1
qınan da ha açıl amma hava müdafiə sistem var hansı səviyyə sual da da eşidilməz söz yazma şəkil bölüşmə asan yenə od düş yeri yandır yerində kənar hiss edilmə dözülməz ağrı kədər qalac,1
hilal həyat qoparaq bak zəfər üç gələn meh ən qəlbi hörmət layiq keçən bu tarixi ön daha da aydınlan meh qan ilə pər bu tarixi zəfər dünya dur parlaq səhifə,1
respublika ali olma respublika əxlaq namus respublika ədalət biz üç isə zülmət zillət bilinməzlik ara gün içində günəş içində ümid içində doğul uşaq adı azərbaycan xalq cum doğum günü qutlu olsun,1
bir insan köçür dünya əgər sən elə bilmə ki tək bir can hə sön baxış saysız dilək hə kiçik tabut bir cahan biz yanaq bu dərd ürək daşıma çətin hə gün yer üstündən yeri altın köçür bir parça bəşəriyyət,1
dünya qeyd bütün bu tip oturacaq istehsal və kom laboratoriya düz solaxay nəzər alma şiddətlə qınaq,1
azadlıq üç ən böyük təhlükə on ara qaldırma istək rəhbər vəzifə ələ keçirmə və haqlı tənqid meydan vermə ol Əhməd bəy ağa,1
bu gün funksiya nə ol izah et bil hə şey ört edi,0
zavallı qeyd azadlıq bir kül mədəniyyət məsələ Əhməd bəy ağa,0
təqribən bəlkə də daha çox tələbə təhsil al universitet günü hə hansı bir vaxtında üstəlik də əsas bina həkim tapılma da ayrı bir rəzalət,0
sevgili gözəl sən də gözəl çək,2
nə gözəl yaraş insan gülmə,2
sən də öl mən kimi fəqət məzar olsun ürəklə,0
ən qüsursuz cinayət yaşa sevinc öldürmə pa,0
sami ara get video tel kanal əl bil,1
müəllif hüquq video adı keçən şəxs aid,1
video ərsə gəlmə əm olan hə kəsə təşəkkür bildir,2
yaxşı insan cənnət yox yaxşı insan hara get o cənnət ol,2
üçrəngli bayraq öz qan vətən torpaq çək şəhid b,1
nar dindir mən hərdən gözəl,1
dindir mən hərdən gözəl fürsət olan vəsl biz bir an nə ol qismət olan əl Vahid,1
axmaqlıq ən böyük dəlil eyni şey dəfələrlə edi fərqli nəticə gözləmə al eyn,1
demi təşəkkürlə,2
demi araşdır şeir öyrən peşman olmaz,1
səssiz ölmə istək səs gəl bağışla sənsiz ölmə istək sən də öl bağışla,1
ram rövşən sev bir cümlə yazın,1
pi təşəkkür edi,2
mən dilbər sor gəl barışmaz küs sən mən iltifat qaç mən qaçqın əda qurban ol,1
yalnız olma yanlış qəlb olma yaxşı bu,2
atalı analı uşaq biz ev biri var biri yox Nüsrət kəsə,1
gözəl günlə sən gəlmə sən on gedəcək mövla,1
sevil qadın bütün qadın ən gözəl deyil bal,1
bir insan köçür dünya əgər sən elə bilmə ki tək bir can hə sön baxış saysız dilək hə kiçik tabut bir cahan biz yanaq bu dərd ürək daşıma çətin hə gün yer üstündən yeri altın köçür bir parça bəşəriyyət,1
dünya qeyd bütün bu tip oturacaq istehsal və kom laboratoriya düz solaxay nəzər alma şiddətlə qınaq,0
azadlıq üç ən böyük təhlükə on ara qaldırma istək rəhbər vəzifə ələ keçirmə və haqlı tənqid meydan vermə ol Əhməd bəy ağa,0
bu gün funksiya nə ol izah et bil hə şey ört edi,0
zavallı qeyd azadlıq bir kül mədəniyyət məsələ Əhməd bəy ağa,1
təqribən bəlkə də daha çox tələbə təhsil al universitet günü hə hansı bir vaxtında üstəlik də əsas bina həkim tapılma da ayrı bir rəzalət,0
zəhmət əm təmiz əllə təmiz vicdanla çalış bütün əməkçi təbrik edi may oğru insan həyat üzərində qazanc əl kommunist heç bir əlaqə yox may əm zəhmət ilə yaşa yaşa,1
futbol top dil ol deyə ilk söz biri and i ol and i,1
alın qərar son qədər arxa durulma b,1
,0
bu gün görkəmli aktyor azər xalq artist Həsənağa sal vəfat ildönümü bak ruh şad olsun,1
il iyun ədəbiyyat unudulmaz şəxsiyyət Mikayıl müşfiq dünya gəl,1
mən gözəl xatırla fərz et ki bir külək idi əs keç həyat,0
uyu göz qaranlıq yeddi günəş yan oyanma mən Fikrət qoca,1
bir kərə yüksələn bayraq bir daha enmə bayraq günü mübarək,2
zəfər günü mübarək,2
nə bu ocaq közər sön nə günlə bir də geri dönə qəm eləmə kö bir dənə bu dünya qara daşı göyərmə,1
son başlanğıc günü torpaq qaytar özlə qayıtma il,1
Xəyal gah dağ gah da aran gah göy yüksəl gah en insan otaq saat tək otur ilin dərd yüklən insan bəxtiyar vah,1
mika sən də təkcə mən adı düş,1
sən də təkcə mən adı düş,1
mika bir zaman mən mən idi indi dön sən ol b vah,1
bir zaman mən mən idi indi dön sən ol b vah,1
mika oxşa göz hələ uşaq ocaq al alov köz dünya gəl bil nədən nə vurul yandır biz,1
oxşa göz hələ uşaq ocaq al alov köz dünya gəl bil nədən nə vurul yandır biz bəxtiyar vah,0
bir tale oyunu cütlə zər yüz il qoşa atıl da qoşa düşmə,1
hə kəs bil həyat son ölüm ah bu qəmli dəyişmə yaman z bu gülünc oyun bəlli yarın biz də bəklə sən də öl mən kimi fəqət məzar olsun ürəklə,1
bu axşam gül bil gül üz sol mən gəlmə qalac sevgi bəlkə də gözlə dola mən pir dilənçi,0
qurban bayram mübarək,2
mika bol ol meyvə bol ol barı əyil budaq ibrət götür baş dik tut ədabaz daim öz də aşağı gör,1
bol ol meyvə bol ol barı əyil budaq ibrət götür baş dik tut ədabaz daim öz də aşağı gör,1
kim de bir dəfə sevil insan sən demə hə zaman sevmə ol Nüsrət kəsə,1
mən min il əvvəl gəl bil min il sonra da öl bil zaman başqa cür hesabla vaxt başqa cürə böl bil düş sən doğul həftə aya sən sevmə üç gəl dünya zəli Yaqub,1
nə çox dünya yük sevgi yük nifrət yük görüş söhbət yük ayrıla həsrət yük ram Rövşən,1
yarpaqla titrə bil ki səs sənə pıçılda var ol əziz sən var olma mən bəs elə varlıq sağ ol əziz,1
